The 9th point (288, 322) image frame is (0.551133, 0.0534348, -0.00111209) is robot base frame.
The 10th point (288, 321) image frame is (0.552095, 0.0534278, -0.00109321) is robot base frame.
The 11th point (289, 320) image frame is (0.553051, 0.0524581, -0.00108293) is robot base frame.
The 12th point (289, 319) image frame is (0.554013, 0.052451, -0.00106405) is robot base frame.
The 13th point (290, 318) image frame is (0.554969, 0.0514813, -0.00105377) is robot base frame.
The 14th point (290, 317) image frame is (0.555932, 0.0514742, -0.0010349) is robot base frame.
The 15th point (291, 316) image frame is (0.556887, 0.0505045, -0.00102462) is robot base frame.
The 16th point (291, 315) image frame is (0.55785, 0.0504975, -0.00100574) is robot base frame.
The 17th point (292, 314) image frame is (0.558805, 0.0495277, -0.00099546) is robot base frame.
The 18th point (292, 313) image frame is (0.559768, 0.0495207, -0.000976584) is robot base frame.
The 19th point (293, 312) image frame is (0.560724, 0.0485509, -0.000966304) is robot base frame.
The 20th point (293, 311) image frame is (0.561686, 0.0485439, -0.000947428) is robot base frame.
The 21th point (294, 310) image frame is (0.562642, 0.0475741, -0.000937148) is robot base frame.
The 22th point (294, 294) image frame is (0.578042, 0.0474613, -0.000635128) is robot base frame.
The 23th point (293, 293) image frame is (0.579012, 0.0484169, -0.000607656) is robot base frame.
The 24th point (293, 210) image frame is (0.658902, 0.0478314, 0.000959073) is robot base frame.
The 25th point (292, 209) image frame is (0.659871, 0.0487871, 0.000986546) is robot base frame.
The 26th point (292, 208) image frame is (0.660834, 0.04878, 0.00100542) is robot base frame.
The 27th point (288, 204) image frame is (0.664711, 0.0526025, 0.00111531) is robot base frame.
The 28th point (288, 203) image frame is (0.665674, 0.0525954, 0.00113419) is robot base frame.
The 29th point (285, 200) image frame is (0.668582, 0.0554623, 0.00121661) is robot base frame.
The 0th point (245, 200) image frame is (0.668855, 0.0939705, 0.00156053) is robot base frame.
The 1th point (245, 326) image frame is (0.547576, 0.0948592, -0.000817919) is robot base frame.
The 2th point (252, 326) image frame is (0.547528, 0.0881205, -0.000878097) is robot base frame.
The 3th point (253, 325) image frame is (0.548483, 0.0871507, -0.000867818) is robot base frame.
The 4th point (286, 325) image frame is (0.548256, 0.0553824, -0.00115152) is robot base frame.
The 5th point (287, 324) image frame is (0.549212, 0.0544127, -0.00114124) is robot base frame.
The 6th point (287, 323) image frame is (0.550174, 0.0544056, -0.00112236) is robot base frame.
The 7th point (288, 322) image frame is (0.55113, 0.0534359, -0.00111208) is robot base frame.
The 8th point (288, 321) image frame is (0.552092, 0.0534288, -0.00109321) is robot base frame.
The 9th point (289, 320) image frame is (0.553048, 0.0524591, -0.00108293) is robot base frame.
The 10th point (289, 319) image frame is (0.554011, 0.052452, -0.00106405) is robot base frame.
The 11th point (290, 318) image frame is (0.554966, 0.0514823, -0.00105377) is robot base frame.
The 12th point (290, 317) image frame is (0.555929, 0.0514753, -0.00103489) is robot base frame.
The 13th point (291, 316) image frame is (0.556884, 0.0505055, -0.00102461) is robot base frame.
The 14th point (291, 315) image frame is (0.557847, 0.0504985, -0.00100574) is robot base frame.
The 15th point (292, 314) image frame is (0.558803, 0.0495288, -0.000995457) is robot base frame.
The 16th point (292, 313) image frame is (0.559765, 0.0495217, -0.00097658) is robot base frame.
The 17th point (293, 312) image frame is (0.560721, 0.048552, -0.0009663) is robot base frame.
The 18th point (293, 311) image frame is (0.561683, 0.0485449, -0.000947424) is robot base frame.
The 19th point (294, 310) image frame is (0.562639, 0.0475752, -0.000937144) is robot base frame.
The 20th point (294, 283) image frame is (0.588627, 0.0473847, -0.000427476) is robot base frame.
The 21th point (293, 282) image frame is (0.589597, 0.0483404, -0.000400003) is robot base frame.
The 22th point (293, 210) image frame is (0.658899, 0.0478325, 0.000959112) is robot base frame.
The 23th point (292, 209) image frame is (0.659868, 0.0487882, 0.000986586) is robot base frame.
The 24th point (292, 208) image frame is (0.660831, 0.0487811, 0.00100546) is robot base frame.
The 25th point (289, 205) image frame is (0.663739, 0.051648, 0.00108788) is robot base frame.
The 26th point (289, 204) image frame is (0.664701, 0.0516409, 0.00110676) is robot base frame.
The 27th point (285, 200) image frame is (0.668579, 0.0554634, 0.00121665) is robot base frame.
The 0th point (245, 200) image frame is (0.668851, 0.0939719, 0.00156062) is robot base frame.
The 1th point (245, 326) image frame is (0.547572, 0.0948604, -0.00081788) is robot base frame.
The 2th point (252, 326) image frame is (0.547524, 0.0881217, -0.000878065) is robot base frame.
The 3th point (253, 325) image frame is (0.54848, 0.087152, -0.000867786) is robot base frame.
The 4th point (286, 325) image frame is (0.548253, 0.0553836, -0.00115151) is robot base frame.
The 5th point (287, 324) image frame is (0.549208, 0.0544139, -0.00114123) is robot base frame.
The 6th point (287, 323) image frame is (0.550171, 0.0544069, -0.00112236) is robot base frame.
The 7th point (288, 322) image frame is (0.551127, 0.0534371, -0.00111208) is robot base frame.
The 8th point (288, 321) image frame is (0.552089, 0.0534301, -0.0010932) is robot base frame.
The 9th point (289, 320) image frame is (0.553045, 0.0524603, -0.00108292) is robot base frame.
The 10th point (289, 319) image frame is (0.554007, 0.0524533, -0.00106404) is robot base frame.
The 11th point (290, 318) image frame is (0.554963, 0.0514836, -0.00105376) is robot base frame.
The 12th point (290, 317) image frame is (0.555925, 0.0514765, -0.00103489) is robot base frame.
The 13th point (291, 316) image frame is (0.556881, 0.0505068, -0.00102461) is robot base frame.
The 14th point (291, 315) image frame is (0.557844, 0.0504997, -0.00100573) is robot base frame.
The 15th point (292, 314) image frame is (0.558799, 0.04953, -0.000995452) is robot base frame.
The 16th point (292, 313) image frame is (0.559762, 0.049523, -0.000976576) is robot base frame.
The 17th point (293, 312) image frame is (0.560717, 0.0485532, -0.000966296) is robot base frame.
The 18th point (293, 311) image frame is (0.56168, 0.0485461, -0.000947419) is robot base frame.
The 19th point (294, 310) image frame is (0.562636, 0.0475764, -0.00093714) is robot base frame.
The 20th point (294, 283) image frame is (0.588624, 0.047386, -0.000427461) is robot base frame.
The 21th point (293, 282) image frame is (0.589593, 0.0483416, -0.000399987) is robot base frame.
The 22th point (293, 210) image frame is (0.658895, 0.0478339, 0.000959158) is robot base frame.
The 23th point (292, 209) image frame is (0.659865, 0.0487895, 0.000986633) is robot base frame.
The 24th point (292, 208) image frame is (0.660827, 0.0487825, 0.00100551) is robot base frame.
The 25th point (289, 205) image frame is (0.663736, 0.0516493, 0.00108793) is robot base frame.
The 26th point (289, 204) image frame is (0.664698, 0.0516423, 0.00110681) is robot base frame.
The 27th point (285, 200) image frame is (0.668576, 0.0554648, 0.00121671) is robot base frame.
The 0th point (245, 200) image frame is (0.66885, 0.0939723, 0.00156065) is robot base frame.
The 1th point (245, 326) image frame is (0.547571, 0.0948608, -0.000817867) is robot base frame.
The 2th point (252, 326) image frame is (0.547523, 0.0881221, -0.000878054) is robot base frame.
The 3th point (253, 325) image frame is (0.548479, 0.0871524, -0.000867775) is robot base frame.
The 4th point (286, 325) image frame is (0.548252, 0.055384, -0.00115151) is robot base frame.
The 5th point (287, 324) image frame is (0.549207, 0.0544143, -0.00114123) is robot base frame.
The 6th point (287, 323) image frame is (0.55017, 0.0544073, -0.00112235) is robot base frame.
The 7th point (288, 322) image frame is (0.551125, 0.0534375, -0.00111208) is robot base frame.
The 8th point (288, 321) image frame is (0.552088, 0.0534305, -0.0010932) is robot base frame.
The 9th point (289, 320) image frame is (0.553044, 0.0524607, -0.00108292) is robot base frame.
The 10th point (289, 319) image frame is (0.554006, 0.0524537, -0.00106404) is robot base frame.
The 11th point (290, 318) image frame is (0.554962, 0.051484, -0.00105376) is robot base frame.
The 12th point (290, 317) image frame is (0.555924, 0.0514769, -0.00103489) is robot base frame.
The 13th point (291, 316) image frame is (0.55688, 0.0505072, -0.00102461) is robot base frame.
The 14th point (291, 315) image frame is (0.557842, 0.0505001, -0.00100573) is robot base frame.
The 15th point (292, 314) image frame is (0.558798, 0.0495304, -0.000995451) is robot base frame.
The 16th point (292, 313) image frame is (0.559761, 0.0495234, -0.000976574) is robot base frame.
The 17th point (293, 312) image frame is (0.560716, 0.0485536, -0.000966295) is robot base frame.
The 18th point (293, 311) image frame is (0.561679, 0.0485466, -0.000947418) is robot base frame.
The 19th point (294, 310) image frame is (0.562634, 0.0475768, -0.000937139) is robot base frame.
The 20th point (294, 283) image frame is (0.588623, 0.0473864, -0.000427456) is robot base frame.
The 21th point (293, 282) image frame is (0.589592, 0.0483421, -0.000399981) is robot base frame.
The 22th point (293, 210) image frame is (0.658894, 0.0478343, 0.000959173) is robot base frame.
The 23th point (292, 209) image frame is (0.659864, 0.04879, 0.000986649) is robot base frame.
The 24th point (292, 208) image frame is (0.660826, 0.0487829, 0.00100553) is robot base frame.
The 25th point (289, 205) image frame is (0.663734, 0.0516498, 0.00108795) is robot base frame.
The 26th point (289, 204) image frame is (0.664697, 0.0516428, 0.00110683) is robot base frame.
The 27th point (285, 200) image frame is (0.668575, 0.0554653, 0.00121673) is robot base frame.
The 0th point (245, 200) image frame is (0.668847, 0.0939734, 0.00156072) is robot base frame.
The 1th point (245, 326) image frame is (0.547569, 0.0948618, -0.000817839) is robot base frame.
The 2th point (251, 326) image frame is (0.547527, 0.0890857, -0.000869431) is robot base frame.
The 3th point (252, 325) image frame is (0.548483, 0.088116, -0.000859151) is robot base frame.
The 4th point (286, 325) image frame is (0.548249, 0.055385, -0.00115151) is robot base frame.
The 5th point (287, 324) image frame is (0.549205, 0.0544152, -0.00114123) is robot base frame.
The 6th point (287, 323) image frame is (0.550167, 0.0544082, -0.00112235) is robot base frame.
The 7th point (288, 322) image frame is (0.551123, 0.0534384, -0.00111207) is robot base frame.
The 8th point (288, 321) image frame is (0.552085, 0.0534314, -0.0010932) is robot base frame.
The 9th point (289, 320) image frame is (0.553041, 0.0524617, -0.00108292) is robot base frame.
The 10th point (289, 319) image frame is (0.554004, 0.0524546, -0.00106404) is robot base frame.
The 11th point (290, 318) image frame is (0.554959, 0.0514849, -0.00105376) is robot base frame.
The 12th point (290, 317) image frame is (0.555922, 0.0514778, -0.00103488) is robot base frame.
The 13th point (291, 316) image frame is (0.556877, 0.0505081, -0.0010246) is robot base frame.
The 14th point (291, 315) image frame is (0.55784, 0.0505011, -0.00100573) is robot base frame.
The 15th point (292, 314) image frame is (0.558796, 0.0495313, -0.000995448) is robot base frame.
The 16th point (292, 313) image frame is (0.559758, 0.0495243, -0.00097657) is robot base frame.
The 17th point (293, 312) image frame is (0.560714, 0.0485545, -0.000966292) is robot base frame.
The 18th point (293, 311) image frame is (0.561676, 0.0485475, -0.000947414) is robot base frame.
The 19th point (294, 310) image frame is (0.562632, 0.0475778, -0.000937136) is robot base frame.
The 20th point (294, 283) image frame is (0.58862, 0.0473874, -0.000427444) is robot base frame.
The 21th point (293, 282) image frame is (0.58959, 0.048343, -0.000399968) is robot base frame.
The 22th point (293, 210) image frame is (0.658892, 0.0478354, 0.000959208) is robot base frame.
The 23th point (292, 209) image frame is (0.659861, 0.048791, 0.000986684) is robot base frame.
The 24th point (292, 208) image frame is (0.660824, 0.048784, 0.00100556) is robot base frame.
The 25th point (289, 205) image frame is (0.663732, 0.0516508, 0.00108799) is robot base frame.
The 26th point (289, 204) image frame is (0.664694, 0.0516438, 0.00110687) is robot base frame.
The 27th point (285, 200) image frame is (0.668572, 0.0554663, 0.00121677) is robot base frame.
The 0th point (245, 200) image frame is (0.668846, 0.0939737, 0.00156074) is robot base frame.
The 1th point (245, 326) image frame is (0.547568, 0.0948621, -0.000817829) is robot base frame.
The 2th point (251, 326) image frame is (0.547527, 0.089086, -0.000869422) is robot base frame.
The 3th point (252, 325) image frame is (0.548482, 0.0881163, -0.000859143) is robot base frame.
The 4th point (286, 325) image frame is (0.548248, 0.0553853, -0.00115151) is robot base frame.
The 5th point (287, 324) image frame is (0.549204, 0.0544155, -0.00114123) is robot base frame.
The 6th point (287, 323) image frame is (0.550166, 0.0544085, -0.00112235) is robot base frame.
The 7th point (288, 322) image frame is (0.551122, 0.0534387, -0.00111207) is robot base frame.
The 8th point (288, 321) image frame is (0.552084, 0.0534317, -0.00109319) is robot base frame.
The 9th point (289, 320) image frame is (0.55304, 0.052462, -0.00108292) is robot base frame.
The 10th point (289, 319) image frame is (0.554003, 0.0524549, -0.00106404) is robot base frame.
The 11th point (290, 318) image frame is (0.554958, 0.0514852, -0.00105376) is robot base frame.
The 12th point (290, 317) image frame is (0.555921, 0.0514782, -0.00103488) is robot base frame.
The 13th point (291, 316) image frame is (0.556876, 0.0505084, -0.0010246) is robot base frame.
The 14th point (291, 315) image frame is (0.557839, 0.0505014, -0.00100573) is robot base frame.
The 15th point (292, 314) image frame is (0.558795, 0.0495316, -0.000995447) is robot base frame.
The 16th point (292, 313) image frame is (0.559757, 0.0495246, -0.000976569) is robot base frame.
The 17th point (293, 312) image frame is (0.560713, 0.0485549, -0.000966291) is robot base frame.
The 18th point (293, 311) image frame is (0.561675, 0.0485478, -0.000947413) is robot base frame.
The 19th point (294, 310) image frame is (0.562631, 0.0475781, -0.000937135) is robot base frame.
The 20th point (294, 283) image frame is (0.588619, 0.0473877, -0.000427441) is robot base frame.
The 21th point (293, 282) image frame is (0.589589, 0.0483433, -0.000399964) is robot base frame.
The 22th point (293, 210) image frame is (0.658891, 0.0478357, 0.000959219) is robot base frame.
The 23th point (292, 209) image frame is (0.65986, 0.0487913, 0.000986695) is robot base frame.
The 24th point (292, 208) image frame is (0.660823, 0.0487843, 0.00100557) is robot base frame.
The 25th point (289, 205) image frame is (0.663731, 0.0516512, 0.001088) is robot base frame.
The 26th point (289, 204) image frame is (0.664694, 0.0516441, 0.00110688) is robot base frame.
The 27th point (285, 200) image frame is (0.668571, 0.0554666, 0.00121679) is robot base frame.
The 0th point (258, 200) image frame is (0.668756, 0.0814594, 0.00144898) is robot base frame.
The 1th point (257, 201) image frame is (0.6678, 0.0824291, 0.0014387) is robot base frame.
The 2th point (245, 201) image frame is (0.667883, 0.0939812, 0.00154189) is robot base frame.
The 3th point (245, 326) image frame is (0.547567, 0.0948625, -0.000817816) is robot base frame.
The 4th point (253, 326) image frame is (0.547512, 0.0871611, -0.00088661) is robot base frame.
The 5th point (254, 325) image frame is (0.548467, 0.0861913, -0.00087633) is robot base frame.
The 6th point (286, 325) image frame is (0.548247, 0.0553857, -0.0011515) is robot base frame.
The 7th point (287, 324) image frame is (0.549203, 0.0544159, -0.00114123) is robot base frame.
The 8th point (287, 323) image frame is (0.550165, 0.0544089, -0.00112235) is robot base frame.
The 9th point (288, 322) image frame is (0.551121, 0.0534392, -0.00111207) is robot base frame.
The 10th point (288, 321) image frame is (0.552083, 0.0534321, -0.00109319) is robot base frame.
The 11th point (289, 320) image frame is (0.553039, 0.0524624, -0.00108291) is robot base frame.
The 12th point (289, 319) image frame is (0.554002, 0.0524553, -0.00106404) is robot base frame.
The 13th point (290, 318) image frame is (0.554957, 0.0514856, -0.00105376) is robot base frame.
The 14th point (290, 317) image frame is (0.55592, 0.0514786, -0.00103488) is robot base frame.
The 15th point (291, 316) image frame is (0.556875, 0.0505088, -0.0010246) is robot base frame.
The 16th point (291, 315) image frame is (0.557838, 0.0505018, -0.00100572) is robot base frame.
The 17th point (292, 314) image frame is (0.558794, 0.049532, -0.000995445) is robot base frame.
The 18th point (292, 313) image frame is (0.559756, 0.049525, -0.000976568) is robot base frame.
The 19th point (293, 312) image frame is (0.560712, 0.0485553, -0.000966289) is robot base frame.
The 20th point (293, 311) image frame is (0.561674, 0.0485482, -0.000947412) is robot base frame.
The 21th point (294, 310) image frame is (0.56263, 0.0475785, -0.000937133) is robot base frame.
The 22th point (294, 294) image frame is (0.57803, 0.0474657, -0.00063509) is robot base frame.
The 23th point (293, 293) image frame is (0.579, 0.0484213, -0.000607613) is robot base frame.
The 24th point (293, 210) image frame is (0.65889, 0.0478362, 0.000959234) is robot base frame.
The 25th point (292, 209) image frame is (0.659859, 0.0487918, 0.000986711) is robot base frame.
The 26th point (292, 208) image frame is (0.660822, 0.0487847, 0.00100559) is robot base frame.
The 27th point (288, 204) image frame is (0.664699, 0.0526072, 0.0011155) is robot base frame.
The 28th point (288, 203) image frame is (0.665662, 0.0526002, 0.00113437) is robot base frame.
The 29th point (285, 200) image frame is (0.66857, 0.0554671, 0.0012168) is robot base frame.
The 0th point (245, 200) image frame is (0.668844, 0.0939747, 0.00156081) is robot base frame.
The 1th point (245, 326) image frame is (0.547565, 0.094863, -0.0008178) is robot base frame.
The 2th point (250, 326) image frame is (0.547531, 0.0900496, -0.000860798) is robot base frame.
The 3th point (251, 325) image frame is (0.548486, 0.0890799, -0.000850519) is robot base frame.
The 4th point (286, 325) image frame is (0.548246, 0.0553862, -0.0011515) is robot base frame.
The 5th point (287, 324) image frame is (0.549201, 0.0544164, -0.00114122) is robot base frame.
The 6th point (287, 323) image frame is (0.550164, 0.0544094, -0.00112235) is robot base frame.
The 7th point (288, 322) image frame is (0.551119, 0.0534397, -0.00111207) is robot base frame.
The 8th point (288, 321) image frame is (0.552082, 0.0534326, -0.00109319) is robot base frame.
The 9th point (289, 320) image frame is (0.553038, 0.0524629, -0.00108291) is robot base frame.
The 10th point (289, 319) image frame is (0.554, 0.0524559, -0.00106403) is robot base frame.
The 11th point (290, 318) image frame is (0.554956, 0.0514861, -0.00105376) is robot base frame.
The 12th point (290, 317) image frame is (0.555918, 0.0514791, -0.00103488) is robot base frame.
The 13th point (291, 316) image frame is (0.556874, 0.0505094, -0.0010246) is robot base frame.
The 14th point (291, 315) image frame is (0.557836, 0.0505023, -0.00100572) is robot base frame.
The 15th point (292, 314) image frame is (0.558792, 0.0495326, -0.000995444) is robot base frame.
The 16th point (292, 313) image frame is (0.559755, 0.0495255, -0.000976566) is robot base frame.
The 17th point (293, 312) image frame is (0.56071, 0.0485558, -0.000966288) is robot base frame.
The 18th point (293, 311) image frame is (0.561673, 0.0485487, -0.00094741) is robot base frame.
The 19th point (294, 310) image frame is (0.562628, 0.047579, -0.000937132) is robot base frame.
